ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode;;;;;
"2014-07-09T10:14:39Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",37616,AT,93.83.228.21,unknown,Life Cycles,The Word Alive,Life Cycles,spotify:track:5uHj2XlrxUQycfxAyETkyR,,,,appload,fwdbtn,False,1.0,False,0,False";;;;;
"2014-07-09T10:34:20Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",235266,AT,93.83.228.21,unknown,Move Along,The All-American Rejects,Warped 15th Anniversary Celebration,spotify:track:5hylfDJk3M1yjaPLj8UtO7,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-09T13:08:16Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",240187,AT,93.83.228.21,unknown,Welcome to the Black Parade,My Chemical Romance,Welcome to the Black Parade,spotify:track:6wThHqs4np9cLpcNqJ2zN5,,,,appload,appload,False,1.0,False,0,False";;;;;
"2014-07-14T21:28:22Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",9938,AT,212.197.137.97,unknown,Drops of Jupiter,Train,Drops Of Jupiter,spotify:track:2x3gEFCprhv2ykmXSjs9iC,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-07-15T09:22:28Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",228146,AT,212.197.137.97,unknown,Can You Feel My Heart,Bring Me The Horizon,Sempiternal,spotify:track:0WSa1sucoNRcEeULlZVQXj,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-07-31T10:00:20Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",279226,AT,80.121.12.37,unknown,Not The American Average,Asking Alexandria,Stand Up And Scream,spotify:track:17C4oPQ3sTpF11pi9yvGcs,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-31T10:28:38Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",192586,AT,80.121.12.37,unknown,Take One Last Breath,Abandon All Ships,Geeving,spotify:track:5mTZwueMEitw4xNE2gwmls,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-07-31T12:02:57Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",245453,AT,80.121.12.37,unknown,Maybe Holding Hands Wasn't Such a Good Idea,Modern Day Escape,House Of Rats,spotify:track:5TV2bgeTXObYC4bLljwox6,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-07-31T12:27:30Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",243320,AT,80.121.12.37,unknown,Shadow Moses,Bring Me The Horizon,Sempiternal,spotify:track:68osIGtVjM7QWVe6pazLHj,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-03T19:34:36Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",219879,AT,80.121.8.231,unknown,The Abandoned,Memphis May Fire,The Hollow,spotify:track:3Xmvz2fKDMfe4qI5qF7ryi,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-03T19:46:18Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",1811,AT,80.121.8.231,unknown,Nerve Endings,The Color Morale,My Devil In Your Eyes,spotify:track:1kvfkrtXbLndSDunNnxtXm,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
"2014-08-12T19:42:51Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",173313,AT,178.191.17.192,unknown,Kryptonite,3 Doors Down,The Better Life - Deluxe Edition,spotify:track:3bbUkaQYGQHkx1TJi7gPSL,,,,trackdone,appload,False,1.0,False,0,False";;;;;
"2014-08-13T04:39:49Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",30150,AT,178.191.17.192,unknown,The Diary of Jane,Breaking Benjamin,Phobia,spotify:track:1XKopm6Ka62xxgI3xIjcRJ,,,,fwdbtn,appload,False,1.0,False,0,False";;;;;
"2014-08-13T07:00:00Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",0,AT,194.112.182.212,unknown,F**K You,Sleeping With Sirens,Punk Goes Pop Volume 4,spotify:track:0pUU0pv9bKqXGpYAvfINXK,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
"2014-08-14T04:39:16Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",115356,AT,88.117.122.41,unknown,Same Thing We Do Everyday Pinky,Broadway,Kingdoms,spotify:track:0e7Nhkz1m36BjJxlwVUjJh,,,,fwdbtn,endplay,False,1.0,False,0,False";;;;;
"2014-08-15T10:41:01Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",245533,AT,62.47.213.74,unknown,The Wretched,Attack Attack!,This Means War,spotify:track:3aVAkIlfzU0f9RMlqdhhrh,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-08-15T10:44:32Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",210573,AT,62.47.213.74,unknown,The Only Thing You Talk About,Destroy Rebuild Until God Shows,D.R.U.G.S.,spotify:track:6bCAN3Kweht3A1rJjtmo16,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-18T12:09:08Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",229120,AT,91.115.107.1,unknown,SECOND & SEBRING,Of Mice & Men,Of Mice & Men,spotify:track:3bdqdxoWXP3z0KuDt0o4Cn,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-27T08:04:17Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",406413,AT,80.121.15.100,unknown,Hospital for Souls,Bring Me The Horizon,Sempiternal,spotify:track:6kuudUd50kADw1HmSGoT6X,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-08-28T17:26:34Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2182,AT,62.46.154.65,unknown,Caraphernelia,Pierce The Veil,Selfish Machines,spotify:track:2G8PweZBBwTpyP8vpNQJK2,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-09-22T20:51:55Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",24336,AT,80.121.13.167,unknown,Hoppípolla,Sigur Rós,Best Of The Bands - Classic Tracks,spotify:track:6FVOUGdUiG8P3jKSyoiLKd,,,,trackdone,endplay,True,1.0,False,0,False";;;;;
2014-09-29T21:00:37Z,resi_maresi,Windows 8 (6.2.9200; x64),179346,AT,213.240.104.101,unknown,I Got You,Jack Johnson,From Here To Now To You,spotify:track:12jjuxN1gxlm29cqL5M6MW,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2014-09-30T04:49:56Z,resi_maresi,Windows 8 (6.2.9200; x64),122694,AT,213.240.104.101,unknown,Angels,The xx,Coexist,spotify:track:1zuKjpp4t7BS8JPKi6mkQr,,,,trackdone,endplay,True,1.0,False,0,False;;;;
"2014-09-30T19:38:47Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",213097,AT,91.114.170.156,unknown,Me Without You (All I Ever Wanted),All Time Low,Don't Panic: It's Longer Now!,spotify:track:2JXyopUdvJhoPHcfdurDtN,,,,appload,trackdone,False,0.0,False,0,False";;;;;
2014-10-08T21:42:45Z,resi_maresi,Windows 8 (6.2.9200; x64),106440,AT,91.113.69.31,unknown,Veridis Quo,Daft Punk,Discovery,spotify:track:2LD2gT7gwAurzdQDQtILds,,,,trackdone,endplay,True,1.0,False,0,False;;;;
"2014-10-12T10:47:57Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",187186,AT,194.166.170.105,unknown,This Is Gospel,Panic! At The Disco,""Too Weird to Live, Too Rare to Die!"",spotify:track:3yZQk5PC52CCmT4ZaTIKvv,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
2014-10-15T13:42:02Z,resi_maresi,Windows 8 (6.2.9200; x64),201324,AT,194.118.11.192,unknown,Old Friends,Darren Korb,Transistor Original Soundtrack,spotify:track:4zmT3KiW5UVfzGSIkYbs0y,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2014-10-19T18:34:06Z,resi_maresi,Windows 8 (6.2.9200; x64),108483,AT,194.118.10.170,unknown,Nina,Ed Sheeran,x,spotify:track:3GKSfF6c3Rv3a1knSjxnXa,,,,clickrow,endplay,False,1.0,False,0,False;;;;
2014-10-20T16:26:25Z,resi_maresi,Windows 8 (6.2.9200; x64),309186,AT,80.121.13.177,unknown,Pacific Theme,Broken Social Scene,You Forgot It in People,spotify:track:4qXvii05o16OJXGQEyiJ89,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2014-10-26T16:16:15Z,resi_maresi,Windows 8 (6.2.9200; x64),278883,AT,80.121.89.127,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-10-26T16:22:21Z,resi_maresi,Windows 8 (6.2.9200; x64),298480,AT,80.121.89.127,unknown,Don't Go (feat. Lights),Bring Me The Horizon,There is a Hell Believe Me I've Seen It. There is a Heaven Let's Keep it a Secret,spotify:track:7wOInrhCRiWaXdzvQ7oUvN,,,,unknown,trackdone,False,0.0,False,0,False;;;;
2014-10-26T16:26:12Z,resi_maresi,Windows 8 (6.2.9200; x64),230093,AT,80.121.89.127,unknown,Sleepwalking,Bring Me The Horizon,Sempiternal,spotify:track:0gchQwxmBWj5no8NJ8b2yH,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-10-26T16:45:47Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",133650,AT,80.121.89.127,unknown,The Worst of Them,Issues,Black Diamonds,spotify:track:4UtgsrQoIwhelshH13QKcq,,,,appload,fwdbtn,False,1.0,False,0,False";;;;;
2014-10-28T16:07:24Z,resi_maresi,Windows 8 (6.2.9200; x64),146076,AT,213.240.111.230,unknown,,,,,,,,trackdone,endplay,False,1.0,False,0,False;;;;
2014-10-28T16:53:03Z,resi_maresi,Windows 8 (6.2.9200; x64),202640,AT,213.240.111.230,unknown,All I Want,A Day To Remember,What Separates Me From You,spotify:track:3imITUqEhkebNbOoS1yrWm,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-10-28T17:59:07Z,resi_maresi,Windows 8 (6.2.9200; x64),18390,AT,213.240.111.230,unknown,A Boy Brushed Red Living In Black And White,Underoath,They're Only Chasing Safety,spotify:track:47IWLfIKOKhFnz1FUEUIkE,,,,trackdone,fwdbtn,False,1.0,False,0,False;;;;
"2014-10-31T07:19:30Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",190186,AT,213.240.110.67,unknown,Besitos,Pierce The Veil,Selfish Machines,spotify:track:5OhLBEgXp9TPGlnFw5pXeK,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-10-31T10:54:26Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",195373,AT,213.240.110.67,unknown,Good Girls Bad Guys,Falling In Reverse,The Drug In Me Is You,spotify:track:0cL0SigjjxAZgxdcJiKiv7,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
2014-11-07T22:14:15Z,resi_maresi,Windows 8 (6.2.9200; x64),5619,AT,91.115.107.203,unknown,Untitled (How Could This Happen to Me?),Simple Plan,Still Not Getting Any,spotify:track:6rT0BKAbg4y35tukHcfk4N,,,,trackdone,endplay,False,1.0,False,0,False;;;;
"2014-11-15T17:36:53Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",231226,AT,188.23.121.72,unknown,Don't Save Me,HAIM,Days Are Gone,spotify:track:2g92k9vKTmpAUbjvGLA2xq,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-11-15T17:53:44Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",191013,AT,188.23.121.72,unknown,Still Ydg'n,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:7LwrsuA9AphUydTczDWCNy,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2014-11-15T18:10:57Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",228560,AT,188.23.121.72,unknown,Say Hello to the Bad Guy,Emarosa,Versus,spotify:track:1W3nYXniuxsdog5HsivFtB,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
2014-11-16T20:55:22Z,resi_maresi,Windows 8 (6.2.9200; x64),288093,AT,80.121.102.120,unknown,And I Told Them I Invented Times New Roman,Dance Gavin Dance,Downtown Battle Mountain,spotify:track:7CR0CfMEC6BZBuYLaKSbu9,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2014-11-16T20:58:16Z,resi_maresi,Windows 8 (6.2.9200; x64),173186,AT,80.121.102.120,unknown,SEVEN THOUSAND MILES FOR WHAT,Of Mice & Men,Of Mice & Men,spotify:track:164YiSuVIGRoN6TLrSwcBA,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2014-11-16T21:10:22Z,resi_maresi,Windows 8 (6.2.9200; x64),464,AT,80.121.102.120,unknown,When You Can't Sleep At Night,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:42i1pGtSyPVXNX71oW8dyg,,,,trackdone,endplay,False,1.0,False,0,False;;;;
2014-11-16T21:13:16Z,resi_maresi,Windows 8 (6.2.9200; x64),173186,AT,80.121.102.120,unknown,SEVEN THOUSAND MILES FOR WHAT,Of Mice & Men,Of Mice & Men,spotify:track:164YiSuVIGRoN6TLrSwcBA,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
"2014-11-17T19:43:44Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",230093,AT,88.117.125.224,unknown,Sleepwalking,Bring Me The Horizon,Sempiternal,spotify:track:0gchQwxmBWj5no8NJ8b2yH,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2014-11-17T19:54:28Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",5479,AT,88.117.125.224,unknown,Repeating Apologies,Of Mice & Men,The Flood (Deluxe Reissue),spotify:track:1GOxkDHlepRTcw8df7z5hz,,,,trackdone,endplay,False,1.0,False,0,False";;;;;
2014-11-17T20:45:47Z,resi_maresi,Windows 8 (6.2.9200; x64),255693,AT,88.117.125.224,unknown,Bones Exposed,Of Mice & Men,Restoring Force,spotify:track:0TbbFwClRBAyURSBynegzo,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2014-11-20T21:56:33Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",9380,AT,62.46.154.85,unknown,Two Moons,toe,For Long Tomorrow,spotify:track:6uLpgjOcKZqGldjHGdeCqs,,,,appload,appload,False,1.0,False,0,False";;;;;
"2014-11-21T18:09:54Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",2972,AT,91.114.175.118,unknown,Makeshift Chemistry,Crown The Empire,The Fallout,spotify:track:0YSZ8vuwoqxS8Eo4jhyZVZ,,,,fwdbtn,fwdbtn,False,1.0,False,0,False";;;;;
"2014-12-01T17:55:46Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",223933,AT,194.118.13.184,unknown,Fool's Holiday,All Time Low,Punk Goes Christmas,spotify:track:389C88fAwA2mVs6YwWg5WI,,,,appload,trackdone,False,0.0,False,0,False";;;;;
2014-12-01T21:47:11Z,resi_maresi,Windows 8 (6.2.9200; x64),53916,AT,194.118.13.184,unknown,This Christmas (I'll Burn It to the Ground),Set It Off,Punk Goes Christmas,spotify:track:28bF3yaeSwiC98FaUYaxzG,,,,trackdone,endplay,True,1.0,False,0,False;;;;
"2015-01-11T20:46:12Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",218786,AT,194.118.8.70,unknown,The Drug In Me Is You,Falling In Reverse,The Drug In Me Is You,spotify:track:6mlTvATQEWjvLHJJkmraiA,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-01-11T20:54:34Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",250240,AT,194.118.8.70,unknown,If You Can't Hang,Sleeping With Sirens,Let's Cheers To This,spotify:track:3ouugfdFz6exFXUxu7wRvD,,,,trackdone,trackdone,False,0.0,False,0,False";;;;;
"2015-01-25T08:56:12Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",128592,AT,213.240.112.116,unknown,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,spotify:track:18GC3F8YPGB8CePXcTUizQ,,,,trackdone,fwdbtn,True,1.0,False,0,False";;;;;
"2015-01-25T18:06:07Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",199686,AT,80.121.89.220,unknown,Drained,Follow My Lead,Sleepless,spotify:track:4M4LfjCbxuSSsfF6pcSikh,,,,appload,trackdone,False,0.0,False,0,False";;;;;
"2015-01-25T18:29:17Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",37941,AT,80.121.89.220,unknown,Pretty Handsome Awkward,The Used,Lies for the Liars,spotify:track:0EGUrfVHVjRxYsiRLyBig3,,,,fwdbtn,appload,True,1.0,False,0,False";;;;;
"2015-03-24T17:42:00Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",301920,AT,212.197.140.17,unknown,Smells Like Teen Spirit,Nirvana,Nevermind,spotify:track:1f3yAtsJtY87CTmM8RLnxf,,,,trackdone,trackdone,True,0.0,False,0,False";;;;;
"2015-03-27T05:34:31Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",298480,AT,91.113.64.204,unknown,Don't Go (feat. Lights),Bring Me The Horizon,There is a Hell Believe Me I've Seen It. There is a Heaven Let's Keep it a Secret,spotify:track:7wOInrhCRiWaXdzvQ7oUvN,,,,clickrow,trackdone,False,0.0,False,0,False";;;;;
"2015-04-02T14:45:25Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",234773,AT,194.118.13.55,unknown,Immaculate Misconception,Motionless In White,Creatures,spotify:track:4v19PHJr0Mg2EszxlwleXE,,,,fwdbtn,trackdone,False,0.0,False,0,False";;;;;
"2015-04-02T14:59:44Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",122229,AT,194.118.13.55,unknown,Right Back At It Again,A Day To Remember,Common Courtesy,spotify:track:0OQmxZOINqWsbKysfiPSTO,,,,trackdone,logout,False,1.0,False,0,False";;;;;
"2015-04-06T09:25:59Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",188406,AT,91.114.171.103,unknown,Some Origins of Fire,Angels & Airwaves,""Love, Pt. 1"",spotify:track:4XD6uBEh0XpAfKBlrLqGwU,,,,trackdone,fwdbtn,False,1.0,False,0,False";;;;;
2015-04-27T19:50:10Z,resi_maresi,Windows 8 (6.2.9200; x64),196231,AT,91.114.174.170,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-04-27T20:17:29Z,resi_maresi,Windows 8 (6.2.9200; x64),43281,AT,91.114.174.170,unknown,Breaking & Entering,Tonight Alive,What Are You So Scared Of?,spotify:track:5KRhqtPRJQDaSGfm8Jh6v2,,,,trackdone,fwdbtn,False,1.0,False,0,False;;;;
2015-05-11T21:02:25Z,resi_maresi,Windows 8 (6.2.9200; x64),207520,AT,213.240.105.222,unknown,Across the Bay,Brian Crain,Piano and Cello Duet,spotify:track:6KS0EQ0fCjHWuZfMKHB9zi,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-07-12T14:40:40Z,resi_maresi,Windows 8 (6.2.9200; x64),214569,AT,194.118.9.64,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-07-12T14:45:08Z,resi_maresi,Windows 8 (6.2.9200; x64),267598,AT,194.118.9.64,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-07-12T14:54:07Z,resi_maresi,Windows 8 (6.2.9200; x64),207229,AT,194.118.9.64,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
2015-07-12T15:16:47Z,resi_maresi,Windows 8 (6.2.9200; x64),214569,AT,194.118.9.64,unknown,,,,,,,,trackdone,trackdone,False,0.0,False,0,False;;;;
"2015-07-23T07:18:21Z,resi_maresi,""Android OS 4.3 API 18 (samsung, GT-I9300)"",1531,AT,194.112.182.218,unknown,Elephants,Our Last Night,We Will All Evolve,spotify:track:2xSAPCG8gfXo3bpG8i1LPi,,,,appload,endplay,False,1.0,False,0,False";;;;;
2015-07-27T18:24:44Z,resi_maresi,Windows 8 (6.2.9200; x64),232462,AT,62.46.158.117,unknown,40oz. On Repeat,FIDLAR,40oz. On Repeat,spotify:track:6vzIg1Hi45I3l5c0UxJ7jG,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2015-07-28T09:30:06Z,resi_maresi,Windows 8 (6.2.9200; x64),172914,AT,194.118.11.50,unknown,,,,,,,,trackdone,clickrow,False,1.0,False,0,False;;;;
2015-08-12T18:40:08Z,resi_maresi,Windows 8 (6.2.9200; x64),204800,AT,93.82.159.183,unknown,Working Together,Los Colognes,Working Together,spotify:track:6xB3h7R5zGRo0obZk0XTjY,,,,clickrow,trackdone,False,0.0,False,0,False;;;;
2015-08-12T19:22:14Z,resi_maresi,Windows 8 (6.2.9200; x64),163735,AT,93.82.159.183,unknown,,,,,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2015-08-23T19:40:42Z,resi_maresi,Windows 8 (6.2.9200; x64),2136,AT,91.114.173.187,unknown,Fairly Local,Twenty One Pilots,Fairly Local,spotify:track:12ust81bdXo4Fna9YVdOkq,,,,fwdbtn,fwdbtn,True,1.0,False,0,False;;;;
2015-09-10T12:19:22Z,resi_maresi,Windows 8 (6.2.9200; x64),1021,AT,62.46.155.123,unknown,Arsonist's Lullabye,Hozier,Hozier,spotify:track:2YFhBl9ABkpzKHKBhH0uFA,,,,appload,endplay,False,1.0,False,0,False;;;;
2015-09-11T10:01:44Z,resi_maresi,Windows 8 (6.2.9200; x64),252400,AT,91.113.71.17,unknown,What You Need,Bring Me The Horizon,That's The Spirit,spotify:track:0xZ2RmwcaiP0tvAll1Ndh5,,,,trackdone,trackdone,True,0.0,False,0,False;;;;
2015-09-11T16:32:01Z,resi_maresi,Windows 8 (6.2.9200; x64),277080,AT,91.113.71.17,unknown,,,,,,,,clickrow,trackdone,True,0.0,False,0,False;;;;
